Recursive Calls CPU TIME (ms)  LCS	ISL1	 ISL2
5216	   243	2262	3814	  3668
3754	   136	1626	2623	  2756
1924	   5	396	1977	  396
2215	   17	802	976	  2052
3189	   51	1341	1999	  2530
4172	   111	1741	2489	  3424
3573	   82	1540	2426	  2689
1295	   9	259	259	  2484
389	   1	159	292	  259
3958	   84	1589	2081	  3468
4873	   121	2081	3699	  3256
1589	   12	536	614	  1515
4995	   131	2119	3133	  3980
1668	   8	304	304	  3934
3821	   29	824	3818	  827
2182	   14	448	448	  3385
2651	   11	493	3841	  493
2403	   24	900	2193	  1110
2705	   22	743	2675	  776
486	   3	96	3169	  96
3920	   34	926	3920	  946
3427	   43	1216	1438	  3217
3062	   47	1265	2561	  1776
4580	   90	1855	2513	  3926
3454	   64	1412	2942	  1928
2987	   50	1254	2453	  1787
2991	   42	1269	1868	  2399
3796	   67	1615	2941	  2473
2452	   15	492	492	  3105
3824	   54	1023	3786	  1062
959	   3	390	776	  574
3618	   23	789	790	  3699
3795	   70	1607	2363	  3040
1530	   6	432	453	  1541
2217	   18	853	1095	  1976
4294	   104	1784	2467	  3611
3558	   64	1499	2196	  2860
3961	   67	1475	1795	  3642
2095	   17	782	1903	  974
4653	   104	1984	3499	  3138
3520	   63	1462	2974	  2008
3165	   50	1238	1605	  2800
2431	   26	857	1016	  2282
2451	   29	963	2134	  1284
4590	   101	1958	3592	  2958
3603	   34	985	1032	  3587
2357	   11	445	3531	  445
2632	   38	1137	1851	  1921
1363	   4	436	1324	  477
2161	   11	429	3226	  429
1954	   12	765	983	  1735
3916	   54	1346	3718	  1545
4185	   94	1801	2993	  2994
3702	   65	1594	2610	  2691
4706	   124	2024	3232	  3499
1295	   7	256	256	  3672
2360	   22	920	1199	  2087
1850	   8	361	361	  2665
3071	   24	857	3024	  906
2666	   21	844	2578	  939
107	   1	19	19	  2983
2579	   15	512	512	  3909
4064	   67	1326	3896	  1496
5208	   148	2233	3475	  3967
192	   0	40	40	  629
4877	   124	2063	2975	  3969
4529	   111	1971	3386	  3116
3183	   48	1373	2353	  2208
3903	   70	1486	1858	  3532
1783	   5	353	353	  2155
393	   0	148	190	  351
3703	   51	1317	3458	  1562
4189	   84	1637	3791	  2035
4108	   70	1612	3650	  2071
3827	   60	1352	1614	  3569
242	   1	39	39	  2774
1942	   13	782	1675	  1058
1301	   7	459	539	  1225
4408	   88	1815	3765	  2459
2673	   42	1129	2155	  1652
385	   2	81	81	  3454
1422	   3	305	2064	  305
1497	   8	489	542	  1454
2030	   20	815	1734	  1118
1064	   4	416	938	  542
1959	   19	848	1361	  1449
1530	   4	309	2175	  309
4831	   114	2089	3244	  3677
2442	   17	717	771	  2390
3281	   19	657	657	  3773
835	   3	158	158	  2725
4027	   81	1642	2193	  3496
463	   1	87	2126	  87
1333	   6	470	559	  1266
2615	   18	503	503	  3878
2823	   13	549	549	  3123
2382	   20	826	2258	  952
3011	   41	1246	1756	  2513
3112	   30	1025	2967	  1174
5134	   140	2205	3568	  3773

 Total Time:4462mSec
 Total Time Elapsed:4479mSec

 Total Time Elapsed:4Sec
