Recursive Calls CPU TIME (ms)  LCS	ISL1	 ISL2
20555	   548	3609	22983	  3609
25373	   704	5527	18316	  5904
33363	   2525	12055	17692	  22548
8235	   56	1644	6479	  1689
44611	   3964	15238	23802	  26589
41201	   1668	9262	28836	  10091
7949	   99	2597	4426	  4188
30885	   1207	8687	18240	  11667
8313	   310	3741	4186	  10876
25637	   2646	11061	12942	  29136
11329	   114	2486	8316	  2652
16029	   220	3011	13662	  3029
10619	   1052	5285	5310	  23661
2051	   1526	1026	1026	  23354
22333	   567	5865	13829	  7314
33213	   1040	7262	23964	  7763
6161	   190	1093	26691	  1093
11719	   1108	5766	5861	  23652
18733	   488	5641	10587	  8238
27207	   1019	7976	15947	  11135
10205	   1090	5101	5103	  24777
8109	   611	4030	4055	  18078
47425	   3306	13759	27745	  19109
30777	   2432	11522	16139	  22865
25695	   1169	8392	14217	  13549
47455	   4143	15507	25887	  25303
34307	   1720	10202	19693	  14631
28703	   1731	10047	15368	  17987
50493	   4838	16899	27412	  28273
49577	   4006	14359	28957	  19828
3149	   14	564	3698	  564
5829	   647	2915	2915	  18485
38603	   1770	8375	28153	  8910
44299	   4467	15427	23548	  27559
28245	   692	5746	21435	  5955
16871	   1024	7139	8594	  17853
45385	   2949	13141	26223	  18328
3293	   1152	1647	1647	  21832
34789	   1579	9733	20761	  12972
19631	   473	5387	11666	  7094
15491	   1025	6814	7832	  18729
14317	   1767	7059	7160	  29174
2617	   20	464	7191	  464
53025	   4846	16753	29750	  25763
30427	   810	5918	24269	  6016
7231	   46	1630	5012	  1797
15007	   954	6555	7590	  17797
15233	   1097	6702	7692	  18464
45657	   2858	13119	26718	  18084
22203	   2293	9924	11152	  28783
45977	   2487	12227	28185	  15397
35893	   3229	13518	18746	  27218
16285	   1412	7552	8180	  23858
24069	   1843	9774	12298	  22716
6951	   147	2859	3557	  6824
37259	   3416	13832	19440	  27421
7629	   568	3801	3815	  17923
5547	   29	949	5811	  949
10549	   249	1804	24106	  1804
8683	   1078	4342	4342	  25688
45557	   3435	14545	25192	  22853
28543	   2185	11025	14783	  23208
21455	   1237	8296	11075	  17675
13495	   1336	6568	6750	  25184
10163	   120	2804	6015	  3721
48035	   3782	15121	26703	  23383
38601	   3828	14527	20084	  29495
43379	   3331	14228	23646	  23324
41979	   2018	11001	25930	  13743
15861	   206	3214	12090	  3329
34719	   1245	8496	22496	  9907
1995	   82	337	20690	  337
17371	   2006	8328	8696	  29735
7159	   118	1284	16411	  1284
7691	   288	3512	3864	  10747
31541	   2242	11436	16690	  21586
52809	   5165	17581	28794	  29151
14819	   1594	7195	7414	  27164
25671	   1108	8386	14078	  13594
21253	   385	4027	17925	  4048
2865	   205	1433	1433	  11292
13099	   145	2326	12384	  2326
18339	   609	6163	9895	  10411
33649	   2520	12090	17823	  22698
26879	   1325	9072	14664	  15299
27969	   2020	10635	14546	  21801
14411	   938	6434	7262	  18372
50399	   3418	14392	29852	  19442
15805	   328	4585	9237	  6396
1251	   105	214	27679	  214
2855	   1819	1428	1428	  25981
26355	   1353	9096	14173	  15888
15581	   1651	7506	7795	  27278
9635	   263	3832	4943	  8598
12309	   201	3659	7078	  5233
7965	   1229	3983	3983	  26855
36457	   1210	7283	28809	  7448
22563	   692	6622	12968	  9377
29137	   1996	10612	15460	  20164
19769	   543	3537	26015	  3537

 Total Time:149319mSec
 Total Time Elapsed:149402mSec

 Total Time Elapsed:149Sec
