Recursive Calls CPU TIME (ms)  LCS	ISL1	 ISL2
10	   1	1	2	  3
6314	   1	3	6	  12
60	   0	2	3	  5
1541	   0	3	11	  6
523	   0	4	17	  4
9329	   1	6	14	  7
26	   0	2	11	  2
672	   0	2	18	  4
15072	   2	4	7	  19
4	   0	1	1	  17
1	   0	0	15	  0
45	   0	2	5	  4
17565	   2	5	7	  15
30073	   5	5	19	  8
19762	   2	6	12	  11
30686	   5	7	13	  13
10175	   2	3	7	  11
8294	   1	4	8	  11
359	   0	2	16	  3
7	   0	2	4	  2
15	   0	4	11	  4
1905385	   29	4	14	  12
10	   0	1	7	  1
34	   0	1	3	  3
92	   0	2	4	  7
172886	   0	4	10	  12
8539	   0	5	19	  6
40	   0	2	2	  16
64804012	   214	7	19	  15
3	   0	2	2	  6
2762	   0	4	9	  7
1	   0	0	0	  0
40	   0	3	12	  3
1	   0	0	19	  0
61	   0	2	6	  4
53	   0	2	2	  9
64851	   0	6	8	  15
1	   0	0	0	  7
35192182	   111	4	15	  14
573	   0	3	9	  6
34	   0	2	2	  10
1	   0	0	19	  0
174	   0	4	4	  15
1	   0	0	0	  10
19	   0	3	5	  4
1	   0	0	0	  18
2097711	   7	11	15	  18
4449034	   12	8	18	  15
1	   0	0	0	  3
14501	   0	6	12	  10
215488	   0	6	11	  12
1925715	   6	6	11	  19
101	   0	1	3	  6
301	   0	1	14	  3
81483519	   252	6	18	  15
664	   0	5	6	  13
10	   0	1	1	  14
12	   0	1	1	  11
8921389	   27	9	18	  14
3100	   0	4	5	  19
1404	   0	4	6	  14
271090	   1	6	13	  12
4132243	   12	8	18	  13
94035	   1	2	18	  6
3106	   0	4	5	  16
302	   0	2	7	  4
152	   0	1	3	  7
45017	   0	5	12	  9
1	   0	0	4	  0
1	   0	0	0	  3
6	   0	1	2	  3
130	   0	2	3	  17
6	   0	3	3	  13
9	   0	2	10	  2
25471	   0	5	8	  14
24681	   0	5	16	  9
8646906	   26	4	12	  16
19418	   0	6	12	  11
158573	   1	4	7	  18
141333	   0	5	11	  11
6	   0	1	17	  1
1	   0	0	0	  14
1	   0	0	15	  0
314	   0	3	18	  4
180801	   1	6	11	  13
195453	   1	6	17	  9
6609	   0	3	14	  6
352	   0	4	5	  13
4071	   0	6	8	  13
270	   0	1	5	  6
1	   0	0	0	  3
39948650	   124	9	19	  15
1874	   0	2	17	  4
220831	   1	6	13	  11
542	   0	3	6	  6
5626	   0	3	8	  8
1135623	   3	7	16	  12
1	   0	0	0	  3
3346651	   12	9	15	  15
67	   0	5	15	  5

 Total Time:863mSec
 Total Time Elapsed:868mSec

 Total Time Elapsed:0Sec
