Recursive Calls CPU TIME (ms)  LCS	ISL1	 ISL2
476633	   79	346	2139	  346
7755178	   107	1420	2059	  2716
18630687	   313	2222	4467	  3102
1495830	   17	614	866	  1271
11817384	   219	1768	2735	  3141
16516793	   218	2076	4343	  2821
882879	   10	483	920	  714
12436015	   147	1812	2384	  3853
3310434	   39	927	1842	  1311
11663067	   136	1740	3470	  2464
1203801	   16	536	3552	  536
2879191	   32	841	2611	  937
10453188	   121	1653	2079	  3906
12023254	   139	1765	2421	  3628
193246	   2	210	513	  272
674677	   8	424	3262	  424
1315736	   13	575	939	  1013
167847	   2	193	1994	  193
2077834	   22	741	1962	  873
21295113	   278	2387	4193	  3695
10333947	   125	1636	3096	  2390
433956	   5	322	1489	  324
371893	   4	309	309	  1865
3612897	   41	964	1989	  1336
6655574	   79	1288	3761	  1455
12617509	   150	1811	3528	  2583
781520	   8	440	595	  952
6791565	   80	1311	1487	  3753
7600554	   87	1379	1486	  4414
24578288	   306	2531	3957	  4469
605556	   7	384	3740	  384
101003	   2	148	148	  931
749008	   11	406	406	  3737
7661007	   94	1404	3070	  1862
22572443	   273	2444	3709	  4442
1468509	   14	612	889	  1196
580239	   7	362	362	  2274
46755	   1	104	117	  320
22008	   1	76	3282	  76
19624542	   247	2234	3451	  4038
8457731	   105	1492	1927	  3309
14013790	   163	1904	3484	  2892
10840139	   124	1673	3101	  2516
820701	   8	458	663	  909
14963405	   177	1977	3633	  2986
481268	   5	360	600	  586
21827865	   267	2394	4413	  3577
2215765	   29	726	4021	  726
6191657	   80	1273	2464	  1840
18629741	   231	2200	3948	  3386
105778	   1	165	2832	  165
14119518	   165	1901	4041	  2550
2682336	   29	837	1019	  2033
6967378	   82	1332	1633	  3268
225205	   2	230	631	  270
12900415	   159	1844	3089	  3002
16428898	   191	2061	2997	  3945
11088865	   134	1692	3804	  2202
3053072	   35	879	1368	  1611
16440124	   208	2092	3603	  3323
95646	   2	148	4189	  148
5642971	   66	1192	1582	  2626
2952002	   35	848	886	  3110
331430	   4	289	289	  4089
46	   0	2	2	  2276
4178846	   49	1053	2167	  1438
1311052	   16	565	599	  2013
19010648	   234	2219	3974	  3412
3617812	   46	948	967	  3850
1379189	   14	591	1244	  824
6334872	   76	1293	1801	  2606
19406179	   238	2250	4042	  3453
10570146	   134	1638	2375	  3192
834609	   8	441	488	  1401
4125406	   49	1044	1797	  1665
18051860	   227	2176	4205	  3125
1948585	   20	715	1371	  1045
341886	   4	299	2477	  299
8225348	   100	1449	1790	  3545
1997641	   26	677	3272	  679
7357890	   89	1358	1502	  4135
24233500	   298	2521	3907	  4444
13744295	   160	1904	3220	  3079
17065394	   196	2104	2946	  4242
3845008	   44	972	1245	  2286
5030191	   60	1112	1210	  3488
5321818	   77	1111	1146	  4397
14188520	   174	1915	2455	  4353
16352756	   196	2057	4407	  2751
1187586	   12	549	3434	  549
17250626	   235	2147	2951	  4349
12671960	   159	1811	2480	  3790
2723272	   29	858	1589	  1264
21760	   1	72	1288	  72
420445	   7	327	327	  3606
4643617	   61	1064	1179	  3241
4224287	   54	983	3807	  1022
3420554	   36	915	2480	  1062
17327673	   224	2137	3802	  3314
