Recursive Calls CPU TIME (ms)  LCS	ISL1	 ISL2
14975188	   311	2007	3791	  2909
15952139	   211	2051	3559	  3243
6381172	   84	1286	1881	  2460
988820	   10	509	652	  1157
4495696	   67	1073	1338	  2549
862918	   10	478	741	  856
7158827	   89	1354	3204	  1694
2461755	   27	783	3744	  785
88491	   1	139	1381	  139
13689280	   158	1907	3197	  3086
1743592	   23	671	727	  2092
10207843	   121	1630	2462	  3003
2140106	   24	720	2513	  764
987345	   10	505	551	  1566
125234	   1	176	492	  203
5606497	   62	1192	3434	  1352
110534	   1	154	3525	  154
5681	   1	43	43	  746
4921256	   57	1130	2423	  1517
24407	   0	84	84	  1850
17467	   1	67	67	  3322
286877	   3	274	274	  3643
11419126	   133	1727	3057	  2693
160691	   2	192	192	  1502
3603837	   47	910	919	  3934
10870997	   132	1683	2417	  3295
7486686	   87	1384	1629	  3696
28256	   0	85	85	  1723
6307416	   81	1239	3945	  1355
6523819	   76	1280	1466	  3593
3469173	   41	941	2138	  1234
3512700	   36	944	2125	  1233
587215	   5	377	1774	  378
676983	   7	411	1444	  435
435672	   6	323	323	  3402
1146521	   16	520	520	  3389
6294691	   73	1281	2209	  2043
6356207	   78	1257	1394	  3823
3467271	   40	919	3924	  929
11835187	   135	1755	3087	  2767
2011052	   27	692	2525	  728
886785	   9	442	2910	  442
8175579	   97	1436	3193	  1895
872729	   11	474	474	  2974
6398917	   78	1281	1696	  2793
12174203	   143	1793	2847	  3098
14540277	   168	1954	3050	  3449
634149	   12	399	399	  3753
3057791	   36	843	852	  3838
959283	   21	492	1926	  502
1004147	   10	485	486	  2330
16564	   0	66	2397	  66
6023603	   67	1219	3584	  1376
9362960	   114	1566	2912	  2322
663299	   7	422	530	  965
6337665	   69	1241	1378	  3756
1785433	   18	657	2470	  683
466760	   7	323	3405	  323
24792	   0	78	78	  2645
1553822	   16	629	940	  1186
2020804	   20	721	1539	  972
2350040	   26	775	1072	  1612
1029293	   10	475	3021	  475
1813904	   22	683	683	  3516
121987	   2	174	174	  1199
1424375	   14	594	1430	  745
5660289	   68	1211	2099	  1927
2565968	   30	758	767	  3315
559671	   8	365	365	  3929
2408262	   26	782	3593	  787
3197	   0	32	32	  3498
130175	   2	175	175	  2460
316483	   4	279	3391	  279
11346608	   139	1739	2671	  3085
14371854	   173	1938	3220	  3220
10027088	   119	1606	2488	  2875
1056890	   11	497	497	  3457
6590733	   76	1308	2379	  2006
13856660	   160	1887	2951	  3333
468222	   10	335	1066	  372
982964	   10	496	517	  1858
15006865	   172	1987	3735	  2912
9716075	   126	1582	3658	  2014
9866	   0	50	50	  732
7228392	   79	1347	1694	  3200
5482286	   64	1157	1229	  3972
5407788	   57	1171	2570	  1566
1643741	   18	611	2135	  650
2362572	   24	783	1678	  1044
18450	   0	68	561	  68
12012007	   139	1756	2355	  3742
13285396	   151	1882	2738	  3586
14485432	   177	1973	2875	  3693
15243270	   179	2014	2962	  3730
516851	   5	380	687	  567
6450679	   95	1295	2407	  1938
18583313	   231	2207	3906	  3393
1854119	   23	650	655	  3114
807862	   11	432	3407	  432
9722417	   118	1587	3417	  2124

 Total Time:5776mSec
 Total Time Elapsed:5797mSec

 Total Time Elapsed:5Sec
